timestamp,longitude,latitude,external-temperature,gps:dop,gps:fix-type,altitude,tag-voltage
2010-03-06 00:00:00,-111.45045439976654,56.8155520006877,9.0,2.2,,312.33,3360.0
2010-03-06 03:00:00,-111.44992975975336,56.81496406670941,5.710306406685238,2.2,,311.9089192200557,3307.364902506964
2010-03-06 06:00:00,-111.44932201243745,56.81454735589113,2.6764623825909046,2.3323537617409094,,311.86867757835023,3332.9415046963636
2010-03-06 09:00:00,-111.44912196543969,56.81453865891224,1.3371275217471774,3.9908939478067738,,308.4666620396076,3360.0
2010-03-06 12:00:00,-111.44961893858792,56.81436973446867,1.6601789502813393,3.3476063093810535,,306.57116778894937,3307.1856839774928
2010-03-06 15:00:00,-111.4495296872315,56.814266915366176,3.3142487764336503,2.468575122356635,,324.0223649459784,3280.0
2010-03-06 18:00:00,-111.450355354718,56.81445989365584,9.283384586711396,2.92833845867114,,323.7159500512534,3332.833845867114
2010-03-06 21:00:00,-111.45076982292996,56.81469143638487,13.308465898701774,2.414920460778936,,318.67027244468824,3360.0
2010-03-07 00:00:00,-111.44965497597951,56.81447075908801,10.719334330590875,2.393679880329095,,301.2808919222139,3360.0
2010-03-07 03:00:00,-111.43970004547471,56.81510320926858,5.701250578971746,4.315349698934692,,250.8536822603057,3360.0
2010-03-07 06:00:00,-111.43913222639532,56.81570921606603,4.659296947271045,4.013265494912119,,263.6913607770583,3360.0
2010-03-07 09:00:00,-111.44505228689412,56.81563709089085,3.020856507230256,3.268057100482017,,279.2059278828328,3307.222840192807
2010-03-07 12:00:00,-111.44708026880794,56.81542283308584,2.0,2.8033200408049708,,303.6726347027729,3332.890661226004
2010-03-07 15:00:00,-111.44755859198175,56.81556604528958,2.66019955654102,2.732039911308204,,312.000155210643,3307.1840354767182
2010-03-07 18:00:00,-111.44779815307304,56.81571305882028,6.969899665551839,2.535340022296544,,309.731878483835,3332.9319955406913
2010-03-07 21:00:00,-111.4475234120202,56.815490214519805,12.96345514950166,3.721151716500554,,310.2131339977852,3360.0
2010-03-08 00:00:00,-111.4470641624951,56.81648255033066,11.718879572468442,5.318713719708836,,310.5674937805215,3360.0
2010-03-08 03:00:00,-111.44471687369582,56.81740714402531,7.362805446745011,3.690244357396008,,316.67598955418765,3360.0
2010-03-08 06:00:00,-111.44280477719926,56.818084874447756,5.338240740740741,3.2617592592592595,,320.35911296296297,3360.0
2010-03-08 09:00:00,-111.44260581822493,56.818417327426815,4.341229606415338,2.8094755276984054,,319.0821264632685,3307.298368513227
2010-03-08 12:00:00,-111.44299111976319,56.818472889264065,4.660832324736989,4.118164044316171,,313.91511497998323,3332.866585978959
2010-03-08 15:00:00,-111.44320955895627,56.818506539939904,5.662439837097371,3.012680488707886,,311.428272861903,3360.0
2010-03-08 18:00:00,-111.44300240911657,56.8176316340635,7.986944444444445,2.5298518518518516,,315.80374074074075,3360.0
2010-03-08 21:00:00,-111.44269940112723,56.8165307685274,8.339885566629754,3.460114433370247,,324.29847452934666,3360.0
2010-03-09 00:00:00,-111.44134232314963,56.8164167126879,6.677629134150873,3.5355258268301744,,314.64316703827575,3360.0
2010-03-09 03:00:00,-111.43807722485386,56.82102000518357,3.351476441729149,2.87029528834583,,270.6098768860502,3360.0
2010-03-09 06:00:00,-111.43848270005041,56.822848586210455,2.0,2.996048744460857,,248.92568316100443,3307.1935007385523
2010-03-09 09:00:00,-111.44149031624335,56.821448995529344,0.6820959081651545,3.2,,247.1189650064803,3280.0
2010-03-09 12:00:00,-111.44282463079512,56.820668596599866,1.3225536660161694,2.5387231669919155,,293.11970170058544,3332.9021466406466
2010-03-09 15:00:00,-111.44284436972298,56.81944315852573,2.0,1.9351226284127718,,315.48561314206387,3307.024525682554
2010-03-09 18:00:00,-111.44300512353179,56.81882680849576,5.318173380360126,1.932726935214405,,307.2777464265825,3333.090774085762
2010-03-09 21:00:00,-111.44287191461338,56.818618459917175,10.975623268698062,2.795124653739612,,310.0992908587258,3360.0
2010-03-10 00:00:00,-111.442742745232,56.81854814275469,9.029264678644193,3.4647156880903873,,316.33231153917393,3360.0
2010-03-10 03:00:00,-111.44595097224547,56.81660810803261,3.691353453064247,4.526421033142011,,312.9792279207554,3360.0
2010-03-10 06:00:00,-111.44766177649433,56.81552182285987,3.3239462714219545,3.278869847151459,,309.00408151922187,3360.0
2010-03-10 09:00:00,-111.44766502977504,56.81526807663656,4.0,2.7975722757598223,,311.5696071163825,3360.0
2010-03-10 12:00:00,-111.44776897983162,56.81520736987858,2.6724153917477977,4.725859990727862,,306.7714733426055,3360.0
2010-03-10 15:00:00,-111.44763181818251,56.815496138253074,3.3285185185185187,3.740074074074074,,308.7409333333333,3360.0
2010-03-10 18:00:00,-111.44751974199319,56.81564913499031,7.321603852208538,3.7300490786183906,,317.9701324196685,3360.0
2010-03-10 21:00:00,-111.44681077859052,56.81553755530573,9.0,4.46385952008826,,319.07358003125864,3307.228095982348
2010-03-11 00:00:00,-111.44675039434823,56.81546208961763,7.018609844607798,7.373946217549084,,299.1464213268819,3332.837070810459
2010-03-11 03:00:00,-111.44697610363772,56.81525456036733,6.0,6.4145663454410675,,288.28403076352856,3360.0
2010-03-11 06:00:00,-111.44637929902396,56.815230034078496,2.686568545774322,2.9468666111265387,,301.7984717208183,3360.0
2010-03-11 09:00:00,-111.44601906858311,56.81529511093797,1.6625925925925926,4.052814814814815,,314.26423703703705,3360.0
2010-03-11 12:00:00,-111.44639192137696,56.815334604383885,-0.6503703703703705,2.947185185185185,,312.64314814814816,3306.9925925925927
