timestamp,longitude,latitude,external-temperature,gps:dop,gps:fix-type,altitude,tag-voltage
2010-03-06 01:00:25,-111.30119270028194,57.45893130119608,12.0,3.6,3.0,254.13,3360.0
2010-03-06 04:00:43,-111.30090839942686,57.45922890090098,9.0,2.4,3.0,269.75,3360.0
2010-03-06 07:00:53,-111.29996520052218,57.45960810100832,7.0,4.0,3.0,262.97,3360.0
2010-03-06 10:00:48,-111.29988420014016,57.45964830069899,7.0,3.0,3.0,262.48,3360.0
2010-03-06 13:00:41,-111.30027619936172,57.45930820046275,5.0,1.6,3.0,270.05,3360.0
2010-03-06 16:00:47,-111.29460180000623,57.46065740077819,5.0,3.2,3.0,266.69,3360.0
2010-03-06 19:00:41,-111.2947319996436,57.46063280057278,16.0,2.6,3.0,266.07,3360.0
2010-03-06 22:00:47,-111.29462279927652,57.4608583004321,16.0,4.6,3.0,254.79,3360.0
2010-03-07 01:00:48,-111.29531610055452,57.46069160051698,12.0,4.0,3.0,267.82,3360.0
2010-03-07 04:00:42,-111.29556129948004,57.46086860046608,4.0,2.2,3.0,269.48,3360.0
2010-03-07 07:00:42,-111.29531130014828,57.46105690127307,5.0,4.2,3.0,271.52,3360.0
2010-03-07 10:00:42,-111.2951602996347,57.46099780072228,4.0,2.4,3.0,268.6,3360.0
2010-03-07 13:00:47,-111.29516029946288,57.460983300566014,3.0,1.8,3.0,266.07,3360.0
2010-03-07 16:00:44,-111.2943836991721,57.4607222005253,6.0,2.8,3.0,258.53,3360.0
2010-03-07 19:00:47,-111.29402560077308,57.46066060046741,8.0,9.0,3.0,258.16,3360.0
2010-03-07 22:00:56,-111.29004449958596,57.45999720081889,17.0,2.2,3.0,268.53,3360.0
2010-03-08 01:00:43,-111.29057679920842,57.459987500985136,13.0,2.8,3.0,268.03,3360.0
2010-03-08 04:00:54,-111.29011610002443,57.45995710095478,2.0,3.4,3.0,266.64,3360.0
2010-03-08 07:00:44,-111.29040519949336,57.4600537012115,4.0,2.6,3.0,262.15,3360.0
2010-03-08 10:00:49,-111.29000500062288,57.460156601140746,5.0,2.2,3.0,266.7,3360.0
2010-03-08 13:00:41,-111.2903210004257,57.46035840104582,2.0,4.8,3.0,267.77,3360.0
2010-03-08 16:00:48,-111.29026909928191,57.46033330109939,7.0,2.2,3.0,273.12,3360.0
2010-03-08 19:00:24,-111.28952040046336,57.46029730039326,11.0,4.0,3.0,266.19,3360.0
2010-03-08 22:00:26,-111.28838619931317,57.46126910086385,7.0,3.8,3.0,258.81,3360.0
2010-03-09 01:00:48,-111.28822229947936,57.46132840050311,5.0,2.2,3.0,270.02,3360.0
2010-03-09 04:00:44,-111.28789200078224,57.46151140125479,2.0,2.2,3.0,273.63,3360.0
2010-03-09 07:00:30,-111.28778440052602,57.461611901079024,-2.0,4.2,3.0,260.55,3360.0
2010-03-09 10:00:49,-111.2877602006642,57.46160780082379,-5.0,1.8,3.0,266.77,3360.0
2010-03-09 13:00:44,-111.28772510024284,57.461908900521045,-8.0,3.4,3.0,267.92,3280.0
2010-03-09 16:00:47,-111.2878313999775,57.462040901086574,4.0,4.0,3.0,265.65,3360.0
