timestamp,longitude,latitude,external-temperature,gps:dop,gps:fix-type,altitude,tag-voltage
2010-03-06 01:01:12,-111.42592180038618,56.94486820083311,8.0,3.6,3,210.18,3360.0
2010-03-06 04:00:42,-111.42649529929102,56.94397020100701,4.0,3.2,3,209.64,3360.0
2010-03-06 07:00:48,-111.42493450041658,56.94389360040291,2.0,2.4,3,218.77,3360.0
2010-03-06 10:00:53,-111.4255796998325,56.94350690112287,3.0,2.0,3,230.09,3360.0
2010-03-06 13:00:53,-111.42482490046118,56.94270560112731,1.0,1.6,3,227.32,3360.0
2010-03-06 16:01:11,-111.4254559995441,56.942913601051885,3.0,2.4,3,203.89,3360.0
2010-03-06 19:01:12,-111.42880279922832,56.9425922006461,8.0,3.2,3,200.94,3360.0
2010-03-06 22:02:18,-111.4285378996581,56.94169670052951,9.0,2.2,3,213.35,3360.0
2010-03-07 01:00:54,-111.42964170063394,56.94155680104203,7.0,2.6,3,231.84,3360.0
2010-03-07 04:00:54,-111.43019840030328,56.941052200446336,4.0,2.8,3,223.07,3360.0
2010-03-07 07:01:41,-111.43033879948952,56.94103170090665,5.0,3.2,3,219.79,3360.0
2010-03-07 10:00:52,-111.4300264995541,56.94084970124268,3.0,1.8,3,222.24,3360.0
2010-03-07 13:00:47,-111.43003249981312,56.94083710076964,2.0,4.8,3,218.38,3360.0
2010-03-07 16:00:55,-111.42924620020008,56.94070610054799,0.0,3.6,3,208.79,3360.0
2010-03-07 19:00:48,-111.4294351000979,56.94078430090735,6.0,4.8,3,218.63,3360.0
2010-03-07 22:00:48,-111.42833520020272,56.94083260119229,11.0,4.8,3,198.42,3360.0
2010-03-08 01:01:12,-111.4272391002575,56.94100980084006,7.0,4.4,3,214.21,3360.0
2010-03-08 04:00:47,-111.42762589981464,56.94075510064831,4.0,2.6,3,211.2,3360.0
2010-03-08 07:01:15,-111.42743380055268,56.94039370082184,2.0,5.4,3,203.98,3360.0
2010-03-08 10:00:56,-111.42914829982742,56.93988090041049,3.0,1.8,3,220.87,3360.0
2010-03-08 13:00:41,-111.42917889971886,56.93986080043651,3.0,2.4,3,218.75,3360.0
2010-03-08 16:01:18,-111.43007450078458,56.93965370094996,2.0,3.8,3,214.67,3360.0
2010-03-08 19:00:44,-111.43001109966332,56.94015990124376,10.0,4.4,3,259.11,3360.0
2010-03-08 22:00:49,-111.43020620026132,56.939994201028206,7.0,4.8,3,280.67,3360.0
2010-03-09 01:01:35,-111.4297151002614,56.939998000526366,6.0,11.6,3,230.28,3360.0
2010-03-09 04:00:50,-111.4287652002444,56.93942120080277,4.0,3.8,3,216.01,3360.0
2010-03-09 07:01:31,-111.42900890071078,56.93912410044414,1.0,3.8,3,211.3,3360.0
2010-03-09 10:00:54,-111.42844010049704,56.93862810118202,0.0,4.8,3,207.88,3360.0
2010-03-09 13:00:48,-111.42852530077126,56.93867940074629,0.0,2.2,3,212.51,3360.0
2010-03-09 16:00:44,-111.4261602006694,56.937940501132765,-1.0,2.0,3,226.7,3360.0
2010-03-09 19:00:41,-111.42556210019008,56.93735430086482,6.0,5.6,3,226.24,3360.0
2010-03-09 22:00:43,-111.42533039930792,56.93666910070415,9.0,2.4,3,215.06,3360.0
2010-03-10 01:01:11,-111.42507140002184,56.9370033009689,4.0,3.8,3,225.44,3360.0
2010-03-10 04:00:48,-111.42501820053822,56.93738540044072,3.0,4.2,3,215.63,3360.0
2010-03-10 07:00:55,-111.42371719984791,56.93778830051037,3.0,2.2,3,207.9,3360.0
2010-03-10 10:01:23,-111.42509129919662,56.93737860109634,3.0,2.2,3,213.73,3360.0
2010-03-10 13:00:50,-111.42475069966213,56.937315401073775,1.0,4.4,3,219.51,3360.0
2010-03-10 16:00:25,-111.42488850067176,56.93784010086114,0.0,3.0,3,214.88,3360.0
2010-03-10 19:00:24,-111.42844740018305,56.94250100087385,6.0,3.4,3,211.12,3360.0
2010-03-10 22:01:11,-111.43022989924172,56.94364230099121,8.0,4.6,3,210.73,3360.0
2010-03-11 01:00:50,-111.42798340078284,56.94526520038827,6.0,3.0,3,208.85,3360.0
2010-03-11 04:00:44,-111.42732639929456,56.94415450128458,4.0,4.8,3,210.6,3360.0
2010-03-11 07:00:26,-111.42576600004784,56.944307800879145,0.0,1.8,3,213.81,3360.0
2010-03-11 10:00:44,-111.42521639952344,56.9447579008323,1.0,4.2,3,231.3,3360.0
2010-03-11 13:00:26,-111.42523049974142,56.944836201263904,0.0,2.0,3,225.62,3360.0
2010-03-11 16:00:41,-111.42624789974975,56.94492800100949,-1.0,4.4,3,213.01,3360.0
2010-03-11 19:00:40,-111.42655819973336,56.94466740046028,8.0,3.8,3,205.64,3360.0
2010-03-11 22:00:50,-111.42674779966988,56.94466100056169,10.0,2.6,3,210.88,3360.0
2010-03-12 01:00:47,-111.42776830012966,56.94510450059483,7.0,3.2,3,207.38,3360.0
2010-03-12 04:00:54,-111.42772989931528,56.94531760057488,5.0,2.2,3,214.6,3360.0
2010-03-12 07:00:49,-111.42778549979175,56.94543650063112,2.0,6.6,3,194.05,3360.0
2010-03-12 10:00:43,-111.4276156997629,56.94543540041807,4.0,2.0,3,212.03,3360.0
2010-03-12 13:00:43,-111.42831770064248,56.94509140070085,0.0,2.0,3,209.51,3360.0
2010-03-12 16:00:48,-111.428183900578,56.945093200981546,3.0,4.8,3,217.74,3360.0
2010-03-12 19:00:44,-111.42798499919544,56.94333230074064,12.0,2.2,3,218.89,3360.0
2010-03-12 22:01:24,-111.42839149955223,56.94292800126318,12.0,3.8,3,214.78,3360.0
2010-03-13 01:01:18,-111.42855799971106,56.94307330055039,6.0,3.4,3,217.38,3360.0
2010-03-13 04:00:45,-111.42979210071717,56.942163800805965,5.0,3.8,3,192.61,3360.0
2010-03-13 07:01:11,-111.42979109966028,56.942077200726686,5.0,2.6,3,213.21,3360.0
2010-03-13 10:01:17,-111.42806019927104,56.93942810044589,5.0,2.4,3,211.93,3360.0
2010-03-13 13:00:48,-111.42738209981404,56.93920660109883,3.0,4.0,3,211.28,3360.0
2010-03-13 16:00:54,-111.42732690070387,56.93923440105019,6.0,1.8,3,211.65,3360.0
2010-03-13 19:00:42,-111.42706249982346,56.93947200071986,8.0,2.0,3,217.1,3360.0
2010-03-13 22:00:43,-111.43542819987026,56.946502900619855,10.0,2.6,3,211.02,3360.0
2010-03-14 01:00:44,-111.43534130034836,56.94671030096944,8.0,4.6,3,221.05,3360.0
2010-03-14 04:00:43,-111.4339716001714,56.94636870073404,3.0,4.4,3,220.75,3360.0
2010-03-14 07:00:43,-111.43315290020044,56.94647740127368,-1.0,2.4,3,221.22,3360.0
2010-03-14 10:00:46,-111.43205319969748,56.94689290113423,0.0,2.4,3,218.55,3360.0
2010-03-14 13:00:25,-111.43191330072722,56.94714830127749,-5.0,2.2,3,216.75,3360.0
2010-03-14 16:00:45,-111.4318941000586,56.94721820122322,2.0,2.6,3,214.07,3360.0
