timestamp,external-temperature,month,day,longitude,latitude,altitude
2012-10-14 19:01:21,10.0,10,14,-111.33040049986622,57.45874250127019,255.68
2012-10-14 22:00:54,13.0,10,14,-111.33077590069446,57.45846990057324,264.38
2012-10-15 01:00:56,11.0,10,15,-111.3318926996507,57.46190080054945,273.24
2012-10-15 04:00:50,10.0,10,15,-111.32981139937228,57.4620229008629,265.74
2012-10-15 07:00:44,11.0,10,15,-111.32955919954672,57.46199560093547,281.92
2012-10-15 10:00:43,8.0,10,15,-111.33216169964368,57.46142380077974,271.55
2012-10-15 13:00:44,9.0,10,15,-111.33214199950392,57.46146960071594,264.73
2012-10-15 16:01:50,11.0,10,15,-111.33059009918544,57.458755400557465,270.19
2012-10-15 19:01:06,13.0,10,15,-111.33485229948153,57.45688450108727,269.1
2012-10-15 22:01:23,15.0,10,15,-111.33638409983394,57.454649000656936,269.02
2012-10-16 01:02:22,13.0,10,16,-111.3395032000599,57.45580680048956,269.77
2012-10-16 04:01:21,11.0,10,16,-111.3392269002942,57.45391560076629,268.95
2012-10-16 07:01:00,5.0,10,16,-111.33432810048288,57.45356740038349,264.05
2012-10-16 10:00:54,6.0,10,16,-111.337628800617,57.454436000628206,290.1
2012-10-16 13:00:55,6.0,10,16,-111.33911810002684,57.45496550040493,273.81
2012-10-16 16:02:21,6.0,10,16,-111.3403032994884,57.45640570122063,273.47
2012-10-16 19:01:00,9.0,10,16,-111.33876760049904,57.457056400863046,284.17
2012-10-16 22:02:47,9.0,10,16,-111.34059800019196,57.457355000587896,278.37
2012-10-17 01:01:50,5.0,10,17,-111.343244999164,57.4606565004363,277.44
2012-10-17 04:02:17,8.0,10,17,-111.34320100079194,57.46010580083612,301.15
2012-10-17 07:01:54,7.0,10,17,-111.34372190044752,57.460604501156986,275.2
2012-10-17 10:02:26,5.0,10,17,-111.34451460080685,57.46055490122968,275.16
2012-10-17 13:00:46,7.0,10,17,-111.34462429973284,57.459937500921896,273.96
2012-10-17 16:02:24,9.0,10,17,-111.34541389936182,57.458244300574776,248.38
2012-10-17 19:02:52,9.0,10,17,-111.34541979917825,57.45753320091385,250.28
2012-10-17 22:01:41,9.0,10,17,-111.34803780036344,57.454986700752016,253.33
2012-10-18 01:01:24,6.0,10,18,-111.35920190077012,57.458359401083136,259.18
2012-10-18 04:01:54,6.0,10,18,-111.35580330067889,57.45901010072127,260.39
2012-10-18 07:01:51,4.0,10,18,-111.3560544007825,57.45871120101789,259.09
2012-10-18 10:00:50,3.0,10,18,-111.35637099940692,57.45638380046966,267.91
2012-10-18 13:00:54,2.0,10,18,-111.35633740021676,57.4561254006612,273.23
2012-10-18 16:02:29,5.0,10,18,-111.35931220061198,57.45288800078903,273.19
2012-10-18 19:02:22,8.0,10,18,-111.35694470011865,57.44992140088104,272.9
2012-10-18 22:02:54,12.0,10,18,-111.35694020029666,57.44748110127728,271.99
2012-10-19 01:02:26,8.0,10,19,-111.35693699980834,57.44704200106603,283.04
2012-10-19 04:02:30,9.0,10,19,-111.35710409943133,57.44753280097248,280.18
2012-10-19 07:00:55,8.0,10,19,-111.35629900034132,57.44736420114657,281.49
2012-10-19 10:01:26,6.0,10,19,-111.35574199961118,57.44766700080608,329.96
2012-10-19 13:00:55,6.0,10,19,-111.3588998998613,57.45793510105432,291.71
2012-10-19 16:01:24,6.0,10,19,-111.3587159993934,57.4570242009233,292.38
2012-10-19 19:01:23,9.0,10,19,-111.35918619945456,57.45677070067443,292.61
2012-10-19 22:00:54,10.0,10,19,-111.36106930001728,57.45467740050381,272.93
2012-10-20 01:01:12,8.0,10,20,-111.35996630048344,57.4578928008192,270.99
2012-10-20 04:00:26,8.0,10,20,-111.3558625005917,57.45779140041357,275.82
2012-10-20 07:00:50,7.0,10,20,-111.356036599932,57.45773940102552,278.33
2012-10-20 10:00:44,4.0,10,20,-111.35824049988196,57.45884070091707,265.31
2012-10-20 13:01:53,7.0,10,20,-111.35710330057836,57.45874710054469,267.21
2012-10-20 16:01:24,8.0,10,20,-111.35631020081362,57.45832360112309,266.47
2012-10-20 19:01:23,6.0,10,20,-111.35711839927134,57.45800700051595,266.43
2012-10-20 22:02:58,8.0,10,20,-111.35710009972496,57.45823070055373,264.77
2012-10-21 01:00:54,4.0,10,21,-111.357046900339,57.45805680117316,270.01
2012-10-21 04:00:56,5.0,10,21,-111.35716029930018,57.457866601251446,265.73
2012-10-21 07:01:31,3.0,10,21,-111.35681280068968,57.45818930044263,262.97
2012-10-21 10:01:24,6.0,10,21,-111.35679059941494,57.4580388008364,273.66
2012-10-21 13:00:56,6.0,10,21,-111.35633979959668,57.45843820039582,267.81
2012-10-21 16:01:24,6.0,10,21,-111.35688030039184,57.45795220065816,258.46
2012-10-21 19:00:49,7.0,10,21,-111.35714429924334,57.45712230075255,262.87
2012-10-21 22:01:43,4.0,10,21,-111.35870179976378,57.457098600900096,278.79
2012-10-22 01:00:47,3.0,10,22,-111.35385519961316,57.4519196012511,273.22
2012-10-22 04:03:08,2.0,10,22,-111.35537949972776,57.44994590074813,274.72
2012-10-22 07:01:53,3.0,10,22,-111.35691929957042,57.45100060092012,274.49
2012-10-22 10:01:23,5.0,10,22,-111.35675209954312,57.451004400471454,271.85
2012-10-22 13:01:11,4.0,10,22,-111.35546659926143,57.45116400044989,273.55
2012-10-22 16:01:53,4.0,10,22,-111.356941900502,57.45196570049821,278.25
2012-10-22 19:01:41,6.0,10,22,-111.35797159997072,57.45222750061298,275.06
2012-10-22 22:01:54,5.0,10,22,-111.3574258001381,57.45283820075413,271.99
2012-10-23 01:01:51,4.0,10,23,-111.35848859980744,57.45323160126966,277.24
2012-10-23 04:03:10,5.0,10,23,-111.35942080044062,57.45496590080021,283.27
2012-10-23 07:01:17,3.0,10,23,-111.35854280006518,57.45849800103661,282.55
2012-10-23 10:00:50,5.0,10,23,-111.3583560005872,57.45850420111767,265.5
2012-10-23 13:00:54,5.0,10,23,-111.35596409918055,57.45856470049784,269.5
2012-10-23 16:00:53,4.0,10,23,-111.35531820026632,57.45775350120496,271.4
2012-10-23 19:00:51,6.0,10,23,-111.35501470044136,57.45781840049968,277.46
2012-10-23 22:02:22,9.0,10,23,-111.35394840055496,57.45720030120649,228.86
2012-10-24 01:01:37,6.0,10,24,-111.35520829935965,57.4558523008534,226.21
2012-10-24 04:02:42,5.0,10,24,-111.35661530083333,57.45565640088165,229.45
2012-10-24 07:03:11,3.0,10,24,-111.3566014998286,57.45654550047046,230.32
2012-10-24 13:01:34,4.0,10,24,-111.3562012005966,57.45561790099255,228.63
2012-10-25 01:01:25,3.0,10,25,-111.35600309948038,57.45385850061201,274.2
2012-10-25 07:02:23,3.0,10,25,-111.35700369968896,57.454488500457,272.12
2012-10-25 13:02:09,3.0,10,25,-111.35697410005416,57.45795290082758,272.65
2012-10-25 19:00:54,5.0,10,25,-111.35594140009614,57.45604050056903,259.1
2012-10-25 22:01:42,3.0,10,25,-111.35623049983236,57.45517870055341,261.03
2012-10-26 01:01:48,2.0,10,26,-111.35857859997375,57.454410800420575,263.41
2012-10-26 07:01:57,2.0,10,26,-111.35585030053824,57.45285520057576,260.1
2012-10-26 10:01:23,1.0,10,26,-111.36223690071954,57.45397490111375,261.18
2012-10-26 13:01:19,-1.0,10,26,-111.36230160057264,57.45401680106602,265.32
2012-10-26 16:01:23,-1.0,10,26,-111.35873820049098,57.4467000007862,286.01
2012-10-27 01:01:50,-1.0,10,27,-111.35631620043398,57.44467850043051,282.62
2012-10-27 04:02:34,-1.0,10,27,-111.35580139928152,57.44566380055869,300.36
2012-10-27 07:01:40,-1.0,10,27,-111.35532109961235,57.446275601009575,304.32
2012-10-27 13:01:39,-2.0,10,27,-111.35565689958716,57.44457430066704,299.52
2012-10-27 19:01:51,2.0,10,27,-111.3629328008246,57.43222460077289,298.64
2012-10-27 22:02:24,0.0,10,27,-111.37086889925745,57.42718740040621,297.47
2012-10-28 01:01:48,-1.0,10,28,-111.36866040018268,57.4273425006006,301.86
2012-10-28 04:02:23,-2.0,10,28,-111.36938149934956,57.42753220053682,302.6
2012-10-28 07:00:49,-1.0,10,28,-111.3696807998497,57.42554160082166,313.71
2012-10-28 10:00:53,-2.0,10,28,-111.39933719933477,57.40140660063803,321.63
2012-10-28 13:00:44,0.0,10,28,-111.39968870050696,57.40139790076229,311.56
2012-10-28 16:01:23,-3.0,10,28,-111.39775920024032,57.40134520090956,317.69
2012-10-14 19:01:21,10.0,10,14,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-14 22:00:54,13.0,10,14,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-15 01:00:56,11.0,10,15,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-15 04:00:50,10.0,10,15,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-15 07:00:44,11.0,10,15,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-15 10:00:43,8.0,10,15,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-15 13:00:44,9.0,10,15,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-15 16:01:50,11.0,10,15,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-15 19:01:06,13.0,10,15,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-15 22:01:23,15.0,10,15,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-16 01:02:22,13.0,10,16,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-16 04:01:21,11.0,10,16,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-16 07:01:00,5.0,10,16,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-16 10:00:54,6.0,10,16,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-16 13:00:55,6.0,10,16,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-16 16:02:21,6.0,10,16,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-16 19:01:00,9.0,10,16,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-16 22:02:47,9.0,10,16,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-17 01:01:50,5.0,10,17,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-17 04:02:17,8.0,10,17,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-17 07:01:54,7.0,10,17,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-17 10:02:26,5.0,10,17,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-17 13:00:46,7.0,10,17,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-17 16:02:24,9.0,10,17,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-17 19:02:52,9.0,10,17,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-17 22:01:41,9.0,10,17,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-18 01:01:24,6.0,10,18,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-18 04:01:54,6.0,10,18,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-18 07:01:51,4.0,10,18,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-18 10:00:50,3.0,10,18,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-18 13:00:54,2.0,10,18,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-18 16:02:29,5.0,10,18,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-18 19:02:22,8.0,10,18,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-18 22:02:54,12.0,10,18,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-19 01:02:26,8.0,10,19,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-19 04:02:30,9.0,10,19,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-19 07:00:55,8.0,10,19,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-19 10:01:26,6.0,10,19,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-19 13:00:55,6.0,10,19,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-19 16:01:24,6.0,10,19,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-19 19:01:23,9.0,10,19,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-19 22:00:54,10.0,10,19,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-20 01:01:12,8.0,10,20,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-20 04:00:26,8.0,10,20,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-20 07:00:50,7.0,10,20,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-20 10:00:44,4.0,10,20,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-20 13:01:53,7.0,10,20,-111.42740631103516,57.42363357543945,320.4759521484375
2012-10-20 16:01:24,8.0,10,20,-111.42740631103516,57.42363357543945,320.4759521484375
